customer_id,order_id,order_date,delivery_date,country,customer_age,gender,product_category,order_value,support_channel,support_response_time_hrs,issue_resolved,satisfaction_score_text,nps_score,customer_comments,repeat_customer
CUST-101675,1001675,5/24/2022,6/3/2022,Germany,,,electronics,1109.7,PHONE,28.3,N,Satisfied,96,Fast delivery,Yes
CUST-101676,1001676,2/28/2023,5/3/2023,DE,,F,Electronics,191.52,Chat,0.5,Yes,Very satisfied,,Loved the experience,No
CUST-101677,1001677,7/8/2022,7/24/2022,France,42,Male,electronics,813.13,Email,27.9,Yes,Completely satisfied,,Excellent support,Yes
CUST-101678,1001678,2/26/2022,3/15/2022,US,,F,Fashion,1365.55,Phone,36.1,No,Completely satisfied,,,Yes
CUST-101681,1001681,3/23/2023,4/8/2023,FR,,Male,Home,395.37,PHONE,6.2,Y,super satisfied,-92,Loved the experience,Yes
CUST-101683,1001683,1/11/2022,1/28/2022,DE,,Female,Electronics,1471.65,PHONE,50.1,Y,Completely satisfied,11,Excellent support,No
CUST-101685,1001685,4/22/2024,5/9/2024,Germany,,Male,Electronics,89,In-App,,Yes,neutral,,,
CUST-101688,1001688,12/7/2022,12/8/2022,FR,,Male,Fashion,118.75,PHONE,35.2,Yes,Very unsatisfied,,Unhelpful support,Yes
CUST-101689,1001689,7/3/2022,7/10/2022,DE,72,Male,electronics,551.23,Chat,55.3,N,Completely satisfied,,Excellent support,
CUST-101691,1001691,4/20/2023,4/22/2023,France,,Male,Home,816.3,Chat,60.8,No,Very satisfied,,,No
CUST-101692,1001692,6/16/2023,7/3/2023,USA,67,Male,Home,1027.47,PHONE,59.9,Yes,Completely satisfied,14,Loved the experience,Yes
CUST-101693,1001693,1/7/2023,1/27/2023,United States,,Male,Home,416.71,Chat,48.4,N,Very unsatisfied,,,
CUST-101694,1001694,10/22/2024,10/26/2024,France,,M,electronics,481.83,Phone,28.5,Y,Very unsatisfied,-78,Unhelpful support,
CUST-101699,1001699,8/17/2024,9/3/2024,USA,32,F,Electronics,20.29,PHONE,10.4,No,100% satisfied,-36,Fast delivery,Yes
CUST-101701,1001701,8/22/2023,8/24/2023,FR,77,F,electronics,861.34,In-App,64.4,N,Very satisfied,,Excellent support,
CUST-101702,1001702,5/4/2022,5/18/2022,Germany,57,F,Fashion,54.87,Phone,45.3,N,neutral,,Average service,
CUST-101703,1001703,10/1/2022,10/2/2022,France,69,Female,electronics,924.28,email,66,No,neutral,73,,Yes
CUST-101705,1001705,5/2/2022,5/11/2022,US,,F,Electronics,1307.54,email,38.3,No,Not satisfied,,,
CUST-101709,1001709,3/29/2024,5/4/2024,DE,,,Home,901.6,Email,28.2,Yes,Very unsatisfied,48,Bad packaging,Yes
CUST-101711,1001711,11/3/2022,3/12/2022,FR,70,,Home,748.52,In-App,67.5,Y,neutral,63,,Yes
CUST-101712,1001712,1/8/2024,1/29/2024,DE,,M,electronics,1191.23,PHONE,16.9,N,Satisfied,96,Excellent support,
CUST-101713,1001713,2/3/2022,2/15/2022,US,76,,Home,669.33,Chat,31.9,No,neutral,,Okay experience,Yes
CUST-101714,1001714,10/25/2022,11/14/2022,Germany,,Male,Home,367.22,email,46.5,N,Satisfied,,Excellent support,
CUST-101716,1001716,11/11/2023,11/25/2023,DE,,F,Electronics,1358.02,email,15.3,N,Very unsatisfied,,Late delivery,No
CUST-101717,1001717,1/4/2024,5/1/2024,USA,,Male,Home,1093.27,PHONE,22.6,Y,Very unsatisfied,,Unhelpful support,
CUST-101718,1001718,2/26/2023,3/18/2023,US,51,Female,Home,565.48,email,51.5,N,Completely satisfied,-100,,Yes
CUST-101721,1001721,1/22/2022,2/5/2022,Germany,18,M,Home,900.19,Phone,54.1,Y,Very unsatisfied,,Late delivery,
CUST-101722,1001722,1/2/2024,1/11/2024,FR,26,Female,Fashion,868.97,Phone,3.1,Y,Completely satisfied,-90,,Yes
CUST-101723,1001723,8/8/2023,8/16/2023,United States,,M,Electronics,589.1,Email,,No,Very unsatisfied,6,Late delivery,
CUST-101724,1001724,10/23/2024,11/5/2024,Germany,,Male,Home,174.15,email,59.9,Yes,Very satisfied,38,Fast delivery,Yes
CUST-101726,1001726,4/1/2023,4/9/2023,US,40,M,Home,142.69,Phone,60.7,N,Completely satisfied,-99,Great service,No
CUST-101727,1001727,1/11/2022,1/21/2022,DE,62,,electronics,1361.48,Chat,,No,Satisfied,,Great service,
CUST-101729,1001729,4/1/2022,4/11/2022,USA,37,,Electronics,442.63,Chat,61.9,N,super satisfied,10,,No
CUST-101730,1001730,1/1/2022,1/12/2022,DE,,Female,Electronics,152.63,Chat,37.8,N,super satisfied,,,No
CUST-101731,1001731,7/5/2022,7/24/2022,DE,,F,Electronics,190.23,In-App,55.4,N,Not satisfied,11,,Yes
CUST-101732,1001732,10/24/2024,11/9/2024,Germany,59,Male,electronics,560.67,Phone,53.7,Y,Satisfied,-89,,Yes
CUST-101733,1001733,5/15/2024,3/6/2024,United States,35,Female,Fashion,235.54,PHONE,2.5,Y,neutral,,Average service,
CUST-101734,1001734,8/22/2024,9/9/2024,FR,27,M,Home,502.38,Email,8.7,Y,Not satisfied,,Late delivery,Yes
CUST-101735,1001735,5/2/2022,5/14/2022,United States,64,Male,Electronics,1325.96,email,18.7,No,neutral,85,,No
CUST-101737,1001737,3/3/2024,3/16/2024,DE,24,Male,electronics,234.4,Chat,29.5,N,100% satisfied,,Fast delivery,Yes
CUST-101738,1001738,1/28/2022,2/11/2022,FR,,Female,Fashion,758.38,email,54,N,neutral,60,Average service,No
CUST-101740,1001740,12/15/2023,12/20/2023,USA,,F,electronics,658.37,In-App,38.4,N,super satisfied,,,
CUST-101741,1001741,8/13/2023,8/26/2023,USA,61,F,Fashion,910.22,Email,54,No,Very unsatisfied,1,Late delivery,Yes
CUST-101743,1001743,9/19/2022,10/2/2022,FR,,Female,Home,1229.84,Chat,67.2,No,Very unsatisfied,,Slow response,
CUST-101748,1001748,9/7/2022,7/28/2022,FR,79,F,Fashion,1146.21,Phone,51,No,100% satisfied,53,Great service,Yes
CUST-101749,1001749,10/29/2024,11/8/2024,Germany,,Male,Fashion,819.19,Phone,,No,Very satisfied,,Excellent support,Yes
CUST-101751,1001751,1/18/2023,1/27/2023,US,58,Male,electronics,1092.65,email,26.1,Y,Completely satisfied,,Loved the experience,Yes
CUST-101752,1001752,9/22/2022,3/10/2022,United States,,Female,electronics,511.32,In-App,28.8,N,Completely satisfied,,,No
CUST-101753,1001753,8/29/2023,7/9/2023,United States,,Male,electronics,392.69,email,,Y,Very unsatisfied,-44,Slow response,
CUST-101754,1001754,10/7/2023,7/30/2023,DE,56,F,electronics,181.32,Email,,Yes,Satisfied,-80,Fast delivery,
CUST-101755,1001755,7/8/2022,7/15/2022,Germany,,F,Home,1139.63,Chat,43.5,Yes,Completely satisfied,,Excellent support,Yes
CUST-101756,1001756,11/14/2024,11/19/2024,Germany,32,F,electronics,923.51,email,48,N,Not satisfied,15,Slow response,Yes
CUST-101758,1001758,8/6/2024,8/22/2024,United States,,F,Electronics,186.63,PHONE,48.8,Yes,Very unsatisfied,,Late delivery,Yes
CUST-101759,1001759,6/1/2023,1/13/2023,FR,22,,Fashion,1013.59,In-App,25,N,100% satisfied,,Loved the experience,Yes
CUST-101760,1001760,1/8/2024,1/10/2024,Germany,30,F,electronics,1261.09,PHONE,57.8,Y,super satisfied,,Loved the experience,No
CUST-101761,1001761,7/22/2023,8/8/2023,Germany,65,M,Fashion,1264.52,PHONE,61.5,Y,neutral,-19,,
CUST-101762,1001762,2/8/2022,2/16/2022,DE,59,,Fashion,1022.05,PHONE,28.7,No,100% satisfied,,Excellent support,No
CUST-101763,1001763,5/21/2023,5/28/2023,DE,,Female,Home,306.1,email,29.1,No,Very satisfied,-53,Fast delivery,Yes
CUST-101764,1001764,3/6/2023,3/20/2023,France,,Male,electronics,339.9,Phone,,Y,Not satisfied,,,Yes
CUST-101765,1001765,6/4/2024,11/6/2024,USA,69,F,Fashion,779.62,email,41.9,No,Not satisfied,,Bad packaging,No
CUST-101767,1001767,7/31/2024,8/21/2024,United States,,F,Electronics,729.58,email,62.9,Y,100% satisfied,,Great service,No
CUST-101769,1001769,8/18/2024,9/8/2024,USA,,Male,electronics,1292.47,In-App,54.5,Yes,super satisfied,23,Excellent support,
CUST-101772,1001772,11/17/2023,11/30/2023,FR,,F,Fashion,773.31,Phone,16.5,Y,Satisfied,18,Great service,No
CUST-101773,1001773,6/3/2023,6/11/2023,Germany,29,,Electronics,291.82,In-App,59,No,neutral,,,No
CUST-101774,1001774,6/22/2024,6/24/2024,US,35,,Fashion,1494.81,email,14.5,No,super satisfied,60,Great service,No
CUST-101775,1001775,2/17/2024,3/5/2024,France,41,Female,Electronics,1349.41,email,47.4,N,neutral,-3,Average service,Yes
CUST-101776,1001776,12/28/2022,1/8/2023,US,80,Female,Electronics,665.85,PHONE,57.9,Y,Very satisfied,-85,,
CUST-101777,1001777,5/24/2024,6/6/2024,USA,,Male,Electronics,445.39,Phone,,No,Very unsatisfied,79,Bad packaging,
CUST-101778,1001778,8/4/2023,8/7/2023,DE,33,M,Fashion,800.72,PHONE,65.9,Y,Not satisfied,,,
CUST-101780,1001780,2/16/2022,9/3/2022,France,,,Electronics,511.45,Chat,17.6,Yes,neutral,,Okay experience,
CUST-101781,1001781,9/1/2023,1/22/2023,FR,,,Fashion,881.95,Email,60.9,Yes,neutral,30,Average service,
CUST-101782,1001782,10/17/2024,11/1/2024,US,,F,Fashion,526.54,Chat,57.6,No,Satisfied,,Excellent support,
CUST-101785,1001785,5/26/2024,6/6/2024,Germany,26,,Fashion,1184.26,PHONE,8.5,Y,Satisfied,-7,,No
CUST-101786,1001786,1/11/2022,1/31/2022,US,25,Female,electronics,229.81,In-App,14.3,Yes,Very satisfied,,Fast delivery,Yes
CUST-101788,1001788,12/1/2022,12/22/2022,Germany,50,,Fashion,1140.36,Chat,53.6,Yes,Not satisfied,,,
CUST-101789,1001789,9/16/2022,9/20/2022,France,,Female,Electronics,942.36,email,16.7,N,Very satisfied,,Excellent support,Yes
CUST-101790,1001790,11/4/2022,11/15/2022,France,61,Male,Electronics,559.15,email,5.7,Yes,super satisfied,-6,Great service,Yes
CUST-101791,1001791,10/30/2024,11/11/2024,DE,63,Female,Home,1411.24,In-App,42.3,No,Very satisfied,-100,Fast delivery,
CUST-101792,1001792,6/21/2023,7/2/2023,US,,,Electronics,1131.51,In-App,31.2,No,Very unsatisfied,,,Yes
CUST-101794,1001794,5/11/2024,11/20/2024,DE,,F,Fashion,416.21,email,28,N,super satisfied,69,Fast delivery,No
CUST-101796,1001796,5/2/2024,5/6/2024,Germany,60,Male,Home,1261.28,email,10.6,No,Very satisfied,,,
CUST-101797,1001797,7/11/2024,7/31/2024,Germany,,Male,electronics,1016.48,Email,29.8,Y,Very unsatisfied,,Bad packaging,No
CUST-101798,1001798,7/31/2022,8/21/2022,France,,F,Fashion,1240.26,In-App,40.5,Yes,super satisfied,,Great service,No
CUST-101800,1001800,2/16/2023,2/28/2023,Germany,,Male,Fashion,214.56,Phone,45.5,Yes,Satisfied,,Fast delivery,
CUST-101801,1001801,5/10/2024,5/27/2024,US,,Male,Electronics,942.6,Phone,60,N,Very satisfied,,Excellent support,
CUST-101803,1001803,12/14/2022,3/1/2023,US,,,electronics,549.16,email,,No,Very satisfied,21,Excellent support,
CUST-101805,1001805,10/10/2024,10/25/2024,Germany,,M,Fashion,1207.33,Phone,8,N,Not satisfied,-39,Late delivery,Yes
CUST-101806,1001806,3/21/2023,4/1/2023,United States,,F,Fashion,603.23,Email,14.6,Yes,Satisfied,,Fast delivery,No
CUST-101807,1001807,2/8/2024,2/27/2024,United States,,Female,Electronics,1014.93,In-App,34.1,Yes,Very satisfied,,Loved the experience,
CUST-101809,1001809,6/28/2023,7/11/2023,DE,69,Female,Electronics,948.17,Chat,20.4,Y,Very unsatisfied,,,No
CUST-101810,1001810,3/21/2024,3/30/2024,USA,,Female,electronics,1028.27,In-App,56.5,Y,Very unsatisfied,89,Late delivery,
CUST-101811,1001811,3/28/2022,3/31/2022,France,37,M,Electronics,84.36,Phone,28.2,Y,Very satisfied,85,Fast delivery,Yes
CUST-101813,1001813,9/30/2024,5/10/2024,France,62,,Home,1295.29,PHONE,53.7,Yes,Very unsatisfied,,Late delivery,No
CUST-101814,1001814,6/11/2022,11/23/2022,Germany,78,,Home,55.48,PHONE,,Yes,Completely satisfied,,Loved the experience,
CUST-101815,1001815,5/29/2024,8/6/2024,France,59,F,Home,1492.59,In-App,36,Y,neutral,,,Yes
CUST-101818,1001818,10/26/2022,11/6/2022,DE,35,,Electronics,983.98,Email,,No,Very satisfied,,Great service,
CUST-101819,1001819,1/16/2022,1/28/2022,Germany,,F,Electronics,136.09,PHONE,9.7,N,Not satisfied,29,Bad packaging,Yes
CUST-101822,1001822,3/12/2022,4/2/2022,France,,,electronics,1416.37,Chat,43.8,Y,Very unsatisfied,,Bad packaging,
CUST-101824,1001824,7/8/2024,7/13/2024,US,33,Female,Electronics,375.52,email,15.7,Y,Not satisfied,,Unhelpful support,
CUST-101825,1001825,7/8/2024,7/12/2024,United States,45,Male,Home,901.35,Chat,68.8,Y,100% satisfied,22,,Yes
CUST-101826,1001826,1/14/2024,3/2/2024,France,41,F,Home,860.17,Phone,10,No,100% satisfied,,,
CUST-101827,1001827,8/30/2023,10/9/2023,DE,,F,Fashion,1256.38,PHONE,22.8,N,Very unsatisfied,,,
CUST-101828,1001828,10/19/2023,10/25/2023,France,37,M,Fashion,317.53,Phone,50.1,Yes,Very unsatisfied,,,No
CUST-101830,1001830,2/19/2022,3/8/2022,US,,,Fashion,349.47,email,19.7,Yes,Completely satisfied,-85,Loved the experience,Yes
CUST-101831,1001831,11/19/2023,12/9/2023,US,71,Male,Electronics,169.14,email,36.4,N,Satisfied,56,Fast delivery,Yes
CUST-101832,1001832,4/9/2022,9/12/2022,DE,37,Male,Electronics,494.18,In-App,,No,100% satisfied,,,No
CUST-101833,1001833,1/14/2024,1/18/2024,United States,,M,Fashion,630.18,Phone,,No,Not satisfied,-69,Late delivery,No
CUST-101834,1001834,4/27/2023,5/16/2023,Germany,71,F,Home,1002.95,Phone,27.6,Yes,Satisfied,,Loved the experience,No
CUST-101835,1001835,2/21/2024,2/24/2024,USA,,Male,electronics,292.93,Phone,,Yes,Very unsatisfied,89,Late delivery,Yes
CUST-101837,1001837,9/11/2022,9/17/2022,DE,39,M,electronics,1048,Chat,31.7,Yes,super satisfied,,Fast delivery,
CUST-101838,1001838,11/11/2024,12/11/2024,DE,29,Male,Electronics,968.26,Email,11.6,Y,Very unsatisfied,28,,No
CUST-101840,1001840,10/16/2022,11/5/2022,DE,,M,electronics,931.22,email,37.5,N,Very satisfied,,Great service,
CUST-101841,1001841,2/13/2024,3/1/2024,France,,M,Electronics,1370.58,Chat,50,Yes,Completely satisfied,-20,,Yes
CUST-101842,1001842,9/23/2024,9/30/2024,United States,31,M,electronics,1244.94,email,63.9,No,Completely satisfied,-26,,
CUST-101844,1001844,7/9/2022,7/15/2022,Germany,,Female,Home,981.2,PHONE,47.6,N,100% satisfied,,Fast delivery,
CUST-101846,1001846,4/14/2022,4/22/2022,US,,Female,Fashion,422,In-App,63.8,N,Very satisfied,90,Excellent support,
CUST-101847,1001847,8/20/2023,9/2/2023,United States,53,,Home,1194.6,email,65.4,No,100% satisfied,71,Loved the experience,No
CUST-101848,1001848,6/9/2024,10/6/2024,United States,59,M,electronics,1162.18,Phone,,Y,Not satisfied,48,,Yes
CUST-101849,1001849,12/16/2022,12/22/2022,US,,Male,Fashion,20.19,In-App,71.8,Yes,Completely satisfied,,Loved the experience,No
CUST-101850,1001850,1/15/2022,2/1/2022,FR,,F,electronics,1059.48,In-App,5.2,Yes,Very satisfied,,,Yes
CUST-101851,1001851,7/11/2024,7/16/2024,US,,M,Electronics,302.26,Phone,53.5,Yes,Satisfied,,,Yes
CUST-101852,1001852,10/28/2022,11/17/2022,DE,,M,Fashion,169.81,Phone,58.1,N,Not satisfied,,Bad packaging,No
CUST-101855,1001855,5/18/2024,6/2/2024,USA,,,Home,365.52,Email,71.7,N,Very unsatisfied,-59,Slow response,Yes
CUST-101856,1001856,9/12/2023,9/28/2023,FR,77,,Electronics,372.75,In-App,68.5,Yes,Not satisfied,73,Slow response,Yes
CUST-101857,1001857,5/30/2022,6/19/2022,DE,,Male,Home,781.52,In-App,,N,100% satisfied,,Great service,
CUST-101859,1001859,2/13/2022,2/15/2022,US,,Male,Electronics,27.86,Chat,8.9,Y,Completely satisfied,,Great service,
CUST-101861,1001861,9/2/2023,9/22/2023,Germany,,M,Electronics,334.43,In-App,5.6,No,Not satisfied,55,Late delivery,
CUST-101863,1001863,8/26/2023,9/2/2023,DE,,M,Electronics,379.48,PHONE,25.1,N,Very unsatisfied,,Bad packaging,
CUST-101864,1001864,3/4/2022,3/12/2022,USA,,M,Home,1153.14,email,5.9,Y,super satisfied,-36,,No
CUST-101869,1001869,5/12/2022,5/31/2022,DE,,Male,Home,370.86,Chat,3.5,Y,Satisfied,,,Yes
CUST-101871,1001871,1/21/2024,2/5/2024,Germany,,,Electronics,166.87,PHONE,6.8,N,Very unsatisfied,,,Yes
CUST-101872,1001872,10/14/2024,10/30/2024,USA,50,Female,electronics,557.13,Email,34.2,Yes,100% satisfied,,Fast delivery,Yes
CUST-101873,1001873,3/27/2022,4/4/2022,US,,Female,electronics,215.73,Email,48.4,No,Very unsatisfied,-69,Slow response,No
CUST-101874,1001874,8/21/2022,9/9/2022,USA,42,F,Electronics,379.29,In-App,14.8,Yes,Satisfied,-8,Great service,Yes
CUST-101876,1001876,10/6/2023,7/10/2023,DE,,M,Home,663.5,Chat,11.2,No,neutral,,,Yes
CUST-101877,1001877,10/17/2023,10/19/2023,United States,,,Home,1239.96,email,,No,Completely satisfied,,Excellent support,
CUST-101879,1001879,7/14/2022,7/24/2022,US,,,electronics,404.17,email,22.1,Y,neutral,-87,Okay experience,No
CUST-101880,1001880,4/28/2024,4/29/2024,France,,M,Fashion,1205.47,In-App,16.5,Y,Very satisfied,,Loved the experience,
CUST-101883,1001883,6/21/2022,7/4/2022,US,78,F,Fashion,241.39,Phone,56.6,N,super satisfied,,,
CUST-101884,1001884,10/2/2023,2/23/2023,FR,47,Female,electronics,1090.45,PHONE,51.1,Y,Not satisfied,74,Slow response,No
CUST-101887,1001887,9/30/2023,10/14/2023,Germany,,F,electronics,1193.94,Phone,15.2,Y,Very unsatisfied,-45,Slow response,
CUST-101888,1001888,9/29/2023,6/10/2023,FR,65,Male,Fashion,188.34,Email,0.2,N,Very unsatisfied,93,Bad packaging,Yes
CUST-101889,1001889,11/26/2024,12/12/2024,United States,,Male,Fashion,1354.88,In-App,69.8,Y,Satisfied,-54,Fast delivery,
CUST-101890,1001890,7/29/2023,8/14/2023,FR,,Male,electronics,937.82,Phone,61.2,No,super satisfied,-74,Great service,
CUST-101891,1001891,12/11/2024,11/30/2024,USA,75,F,Fashion,913.74,PHONE,,No,Very unsatisfied,5,Bad packaging,Yes
CUST-101894,1001894,1/9/2023,9/21/2023,USA,,Male,Home,1399.81,Email,45.1,N,Very satisfied,,Loved the experience,
CUST-101895,1001895,11/20/2023,12/2/2023,DE,66,M,Fashion,74.21,email,31.6,No,Very unsatisfied,,Slow response,
CUST-101897,1001897,7/24/2023,8/5/2023,DE,73,,Fashion,168.86,PHONE,27.3,Y,100% satisfied,,Great service,
CUST-101898,1001898,11/25/2023,12/12/2023,DE,22,Male,electronics,971.99,In-App,11,N,Not satisfied,-26,,
CUST-101899,1001899,9/30/2022,10/7/2022,Germany,48,Male,Home,425.32,Phone,8,Y,Very unsatisfied,-9,,No
CUST-101900,1001900,5/30/2023,6/18/2023,Germany,58,F,Fashion,111.73,email,26.9,No,super satisfied,10,Loved the experience,Yes
CUST-101902,1001902,7/18/2023,8/4/2023,FR,,Male,Electronics,874.7,PHONE,63,Y,Completely satisfied,25,Excellent support,No
CUST-101904,1001904,4/26/2024,5/3/2024,US,,Male,Fashion,1182.9,Phone,2.4,Yes,Very unsatisfied,,Late delivery,
CUST-101905,1001905,1/7/2022,1/22/2022,France,,Female,electronics,660.63,Email,64.2,N,Completely satisfied,-23,Loved the experience,
CUST-101906,1001906,11/29/2023,11/30/2023,US,,M,Electronics,418.34,In-App,63.5,Yes,neutral,-36,Average service,
CUST-101907,1001907,9/20/2022,10/4/2022,France,28,Female,Home,868.6,email,37.8,No,Very unsatisfied,,Bad packaging,
CUST-101908,1001908,9/24/2024,10/1/2024,US,,,Fashion,1385.26,Chat,66.5,N,Very satisfied,,Great service,
CUST-101909,1001909,11/12/2024,11/27/2024,Germany,53,,Electronics,1339,In-App,53.2,Y,Satisfied,,Great service,No
CUST-101910,1001910,4/29/2023,10/5/2023,FR,,F,Electronics,847.59,Phone,,Y,Very unsatisfied,64,Unhelpful support,
CUST-101911,1001911,1/30/2022,2/9/2022,US,,,electronics,798.54,email,35.2,No,Not satisfied,,Slow response,No
CUST-101914,1001914,5/3/2022,3/14/2022,France,,M,Fashion,757.63,Chat,35.9,Y,Very satisfied,,Great service,No
CUST-101915,1001915,10/17/2024,10/18/2024,Germany,,M,Fashion,687.69,email,5.3,N,100% satisfied,46,,
CUST-101916,1001916,9/25/2023,10/13/2023,DE,45,Female,Fashion,1068.78,PHONE,47.9,Yes,Very unsatisfied,18,Late delivery,No
CUST-101919,1001919,8/2/2024,8/7/2024,FR,,Male,Electronics,954.53,Chat,27.6,Y,100% satisfied,,Great service,No
CUST-101920,1001920,8/9/2024,8/19/2024,United States,58,,Home,1478.26,Chat,,No,100% satisfied,-27,Fast delivery,
CUST-101921,1001921,2/2/2024,2/15/2024,USA,33,F,Fashion,476.92,email,60.4,Yes,100% satisfied,,Loved the experience,Yes
CUST-101922,1001922,11/6/2023,11/9/2023,Germany,,Male,Home,1108.88,Phone,37.2,N,Very satisfied,-94,Fast delivery,No
CUST-101923,1001923,12/8/2022,12/26/2022,Germany,24,Female,Fashion,1056.88,Phone,9.4,N,Satisfied,21,Great service,No
CUST-101925,1001925,8/11/2022,8/28/2022,FR,67,,Fashion,277.06,PHONE,,No,Not satisfied,,Unhelpful support,Yes
CUST-101927,1001927,5/10/2023,5/23/2023,DE,,M,electronics,1005.26,Email,57.8,Yes,Very unsatisfied,89,Late delivery,No
CUST-101929,1001929,1/12/2024,1/31/2024,Germany,58,Female,electronics,602.98,email,11.4,Yes,Completely satisfied,,Excellent support,
CUST-101930,1001930,9/18/2022,3/10/2022,DE,,Female,Electronics,31.25,email,,Yes,neutral,,,Yes
CUST-101931,1001931,4/5/2024,5/8/2024,US,,M,electronics,189.69,Phone,22.3,N,100% satisfied,67,Excellent support,Yes
CUST-101932,1001932,5/8/2023,9/5/2023,US,,,Fashion,1408.03,Email,53.9,No,Satisfied,-15,Excellent support,No
CUST-101933,1001933,8/3/2023,8/15/2023,USA,,F,electronics,544.87,email,41.8,Y,neutral,5,Average service,Yes
CUST-101934,1001934,12/9/2023,10/2/2023,DE,34,Male,Electronics,850.29,Phone,9.3,Yes,super satisfied,,Fast delivery,No
CUST-101935,1001935,6/12/2024,6/27/2024,Germany,,Male,Fashion,114.43,Phone,22.2,Yes,neutral,,Average service,Yes
CUST-101937,1001937,6/6/2023,6/25/2023,FR,,Female,Electronics,1382.51,In-App,15.4,Y,Satisfied,,,No
CUST-101939,1001939,3/10/2022,3/21/2022,US,55,M,electronics,256.1,In-App,27.2,No,Not satisfied,-47,,No
CUST-101942,1001942,11/19/2024,12/5/2024,DE,,,Fashion,631.46,Email,21.6,Yes,Satisfied,43,,
CUST-101943,1001943,12/5/2024,5/22/2024,Germany,44,Female,Home,746,In-App,56.5,Yes,super satisfied,-77,Great service,Yes
CUST-101944,1001944,2/22/2023,2/25/2023,USA,18,Female,Electronics,552.08,Phone,,No,Very satisfied,,Great service,
CUST-101945,1001945,7/5/2024,7/24/2024,United States,49,Female,Home,192.07,email,34.9,Yes,super satisfied,-72,Great service,
CUST-101949,1001949,2/19/2022,6/3/2022,US,73,Female,Fashion,1049.86,email,49.2,Y,Completely satisfied,,Fast delivery,No
CUST-101950,1001950,11/22/2022,11/23/2022,USA,,F,Fashion,1091.06,Phone,65.2,No,100% satisfied,,Excellent support,No
CUST-101952,1001952,8/4/2022,8/14/2022,United States,,Male,electronics,1031.8,Chat,61.7,Y,Not satisfied,72,Slow response,No
CUST-101953,1001953,6/6/2023,6/27/2023,USA,,M,Electronics,796.15,email,39.5,N,super satisfied,,Great service,Yes
CUST-101954,1001954,5/23/2023,11/6/2023,France,18,Male,electronics,595.13,PHONE,3,No,super satisfied,,Loved the experience,
CUST-101956,1001956,5/12/2023,5/19/2023,Germany,75,F,Electronics,118.76,email,26.3,No,Completely satisfied,-23,Great service,No
CUST-101959,1001959,10/6/2024,10/10/2024,Germany,44,,Fashion,202.58,email,2.2,N,Completely satisfied,-91,Excellent support,Yes
CUST-101964,1001964,2/17/2022,2/18/2022,FR,,Male,electronics,949.85,Email,29.7,No,Very unsatisfied,,Unhelpful support,Yes
CUST-101966,1001966,3/24/2022,4/1/2022,United States,,Female,Electronics,125.47,In-App,64,Y,Very satisfied,,Excellent support,No
CUST-101967,1001967,2/22/2022,12/3/2022,United States,50,M,Electronics,250.52,Email,65.5,Y,Satisfied,,Fast delivery,
CUST-101969,1001969,7/11/2023,7/26/2023,US,80,,Home,1286.38,In-App,12.9,No,super satisfied,,Great service,No
CUST-101970,1001970,9/4/2022,9/8/2022,United States,,M,Home,1116.75,email,59.5,N,100% satisfied,,Excellent support,Yes
CUST-101973,1001973,7/3/2023,7/15/2023,US,66,Female,electronics,255.94,email,56.8,No,super satisfied,63,Great service,Yes
CUST-101974,1001974,10/27/2024,11/3/2024,US,,,electronics,1146.66,email,45.9,N,100% satisfied,,Great service,Yes
CUST-101975,1001975,5/7/2023,5/25/2023,US,43,F,Home,1264.86,Phone,60.8,N,Very satisfied,,Great service,
CUST-101976,1001976,8/2/2022,8/10/2022,US,,F,Home,1344.13,In-App,43.9,No,neutral,51,Okay experience,Yes
CUST-101977,1001977,9/5/2024,5/16/2024,Germany,,Male,electronics,474.71,PHONE,,Y,neutral,50,Average service,
CUST-101978,1001978,6/8/2022,6/17/2022,US,70,,Electronics,1463.11,Chat,31.3,Yes,Satisfied,,,
CUST-101979,1001979,8/13/2022,9/2/2022,US,,F,Electronics,1361.06,Chat,57.4,Yes,Not satisfied,-86,,
CUST-101980,1001980,2/23/2023,3/15/2023,FR,,Male,Electronics,1315.91,Phone,24.9,Y,Satisfied,,Fast delivery,
CUST-101981,1001981,10/9/2024,9/18/2024,France,,F,Fashion,66.72,In-App,30.1,Y,super satisfied,,Excellent support,No
CUST-101983,1001983,7/2/2024,7/7/2024,United States,,F,Fashion,1021.18,email,40.6,Yes,Very unsatisfied,-64,,Yes
CUST-101985,1001985,12/20/2022,12/23/2022,United States,,F,Electronics,475.32,PHONE,12.1,Y,neutral,,Okay experience,Yes
CUST-101987,1001987,11/28/2024,12/18/2024,USA,,Male,Home,311.48,PHONE,16.7,Y,super satisfied,,,Yes
CUST-101988,1001988,10/18/2024,7/11/2024,France,56,Male,Home,712.13,email,52.7,Yes,Satisfied,-92,Fast delivery,No
CUST-101990,1001990,2/24/2024,3/15/2024,USA,,,Home,865.56,Chat,59.2,No,Completely satisfied,-51,,Yes
CUST-101991,1001991,8/3/2024,3/21/2024,US,65,F,Electronics,223.45,Chat,,No,Completely satisfied,8,Fast delivery,No
CUST-101992,1001992,4/10/2024,4/16/2024,US,,F,Home,169.97,In-App,40.5,No,Very unsatisfied,,Slow response,
CUST-101993,1001993,6/1/2023,6/6/2023,Germany,,F,Home,523.87,PHONE,,No,100% satisfied,,Loved the experience,
